0,0,0,11.60651162,18.24175371,17.94816594,0,1,0,10
0,0,0,12.84661615,13.29511527,15.86939261,0,1,0,10
0,0,0,18.47962054,18.92768605,12.344695,0,1,0,10
0,0,0,16.46694885,16.23278135,15.83369721,0,1,0,10
0,0,0,10.75422662,16.11291492,14.87754882,0,1,0,10
0,0,0,18.17653927,14.85045935,18.30204771,0,1,0,10
0,0,0,15.53979051,11.10800654,16.79027332,0,1,0,10
0,0,0,15.09659266,16.01536657,18.0784392,0,1,0,10
0,0,0,10.94335772,10.35499626,15.06915735,0,1,0,10
0,0,0,18.70321057,18.16522705,18.77934549,0,1,0,10
0,0,0,15.99703462,11.4400821,17.28504173,0,1,0,10
0,0,0,13.42607337,16.72456178,16.72835848,0,1,0,10
0,0,0,12.88501481,17.83056243,10.64418202,0,1,0,10
0,0,0,15.92030234,10.12950073,13.42143707,0,1,0,10
0,0,0,11.44588539,18.02773799,12.56310306,0,1,0,10
0,0,0,14.43996362,19.74308085,12.36906161,0,1,0,10
0,0,0,10.95775204,13.25921451,11.1766381,0,1,0,10
0,0,0,14.99043865,17.02497331,11.80545671,0,1,0,10
0,0,0,19.04626168,10.61176161,17.1319275,0,1,0,10
0,0,0,2.132089124,9.958388497,6.931563481,0,1,0,10
0,0,0,3.662212585,4.701976917,6.102382933,0,1,0,10
0,0,0,2.919796173,6.353448601,8.348337582,0,1,0,10
0,0,0,1.688697128,6.587402657,4.856858272,0,1,0,10
0,0,0,3.802852708,6.53749367,6.748496203,0,1,0,10
0,0,0,3.374092117,3.102450261,8.470090281,0,1,0,10
0,0,0,6.48157314,7.874208607,7.69056661,0,1,0,10
0,0,0,3.176874284,1.285421303,2.346670827,0,1,0,10
0,0,0,8.902735798,7.945537771,6.890260087,0,1,0,10
0,0,0,6.360588818,7.310933949,7.532341178,0,1,0,10
0,0,0,4.516764534,1.814780074,9.697878136,0,1,0,10
0,0,0,6.653657398,6.357521734,7.948544926,0,1,0,10
0,0,0,3.882654877,4.058822362,2.877201192,0,1,0,10
0,0,0,1.96396829,8.364246793,4.922685258,0,1,0,10
0,0,0,9.464984257,9.341910204,6.296474685,0,1,0,10
